Customer Name,State,Product,Units Sold,Unit Price,Total Sale,Sale Date,Sales Channel,Order ID
jesse brown,Katsina,Keyboard,48,55622.31,2669870.88,28-09-2024,Online,c362a810-a261-4b8d-9620-bee66406face
angela lin,Niger,Tablet,48,266864.68,12809504.64,17-12-2024,Direct,a4a5c736-ae59-4a52-a65b-e22bd5a386d9
lisa hunter,Osun,Phone,74,297101.9,7617016.8,22-07-2024,Retail,6fff15cc-b2dc-4c34-8f67-448e10eceb1f
julian conner,Sokoto,Keyboard,48,287192.45,13785237.6,30-04-2024,Retail,3d175712-d8b2-4277-b413-db19bade8d5d
joanna pacheco,Niger,Tablet,83,157421.35,13065972.05,22-07-2024,Wholesale,ecb4678c-1612-4aa6-be96-39ba0ed2ec9d
antonio garcia,Bauchi,Laptop,48,22761.96,1092574.08,22-07-2024,Wholesale,9cbf7b8c-7410-4d5d-9db1-4bfc6f3a5115
gwendolyn klein,Rivers,Keyboard,45,158687.85,7140953.25,22-07-2024,Online,aa8430f8-4f2d-4233-8e16-5b129bdc70d1
carrie wright,Benue,Charger,48,245489.78,11783509.44,22-07-2024,Wholesale,2cf72140-bd9b-4648-a876-1e85bddfa03a
jeffrey mills,Plateau,Tablet,48,15030.06,721442.88,26-03-2025,Wholesale,23204ff5-b538-496c-833e-02f71e93d127
jake campbell,Enugu,Monitor,24,2411.96,57887.04,22-07-2024,Online,7f14eafa-29f0-4f7c-82e7-df89b3957a98
Unknown Name,Anambra,Tablet,48,41678.71,2000578.08,21-02-2024,Wholesale,8468b74d-85e3-4de5-98c1-aad6f3f8dea4
george harper,Abuja,Keyboard,8,189395.14,1515161.12,22-07-2024,Retail,425e0259-b884-46d2-928f-cf68c871d7b3
maria jones,Niger,Tablet,67,20856.4,1397378.8,19-02-2024,Online,bff15840-207e-463f-9f32-d5d82abe1585
michael mitchell,Lagos,Camera,39,45733.38,1783601.82,15-01-2025,Direct,bba1aed9-44cd-4fdd-9f9b-141ec7f7bda1
mary escobar,Bauchi,Monitor,48,66006.54,3168313.92,22-07-2024,Wholesale,e65fad87-c57c-4498-9e38-f711e2ec13f4
felicia aguilar,Imo,Keyboard,91,137074.89,12473814.99,22-07-2024,Retail,6de8370a-ce9e-4ebd-95c3-48530783e43c
gregory ponce,Enugu,Laptop,48,158687.85,7617016.8,27-06-2025,Direct,4350ab06-1059-4a28-861b-4f5b45a08539
jenna larson,Osun,Camera,37,18604.81,688377.97,18-06-2024,Online,a0a5fde6-939f-41a2-b99c-ea5cb65ad0f1
robin santiago,Kano,Charger,48,280204.16,13449799.68,26-01-2024,Online,82c299f0-7487-4772-bf03-86fa13badc91
nancy jennings,Sokoto,Tablet,36,273869.06,9859286.16,22-07-2024,Retail,dbff00b0-7fe6-40f3-8e31-41ec5c311464
maria henderson,Katsina,Tablet,48,197955.66,9501871.68,17-07-2024,Direct,28457780-5e20-4957-aab8-bd33911f730b
jack white,Sokoto,Phone,48,5211.66,250159.68,24-12-2023,Online,e4eec67c-1a57-49e4-85f8-e2f8414f4994
Unknown Name,Rivers,Monitor,48,159897.64,7675086.72,14-12-2023,Retail,1d8680cb-b908-40f3-ac93-281a92ebeab0
travis tucker,Borno,Tablet,83,123695.88,10266758.04,14-04-2025,Direct,00a85473-8242-4912-bda3-c1623a78b64a
chad jones,Bauchi,Phone,48,5509.48,264455.04,22-07-2024,Retail,03254fbd-dce8-41c5-9bd3-0aec0b461173
ashley wise,Borno,Phone,20,158687.85,3173757.0,22-07-2024,Direct,5d2d904f-78c5-4073-8bc5-72073e9aec86
sophia johnson,Niger,Keyboard,48,216796.72,10406242.56,22-07-2024,Direct,2dd0622e-266b-42ea-ab93-f78c620af158
ralph anderson,Sokoto,Tablet,48,160953.56,7725770.88,19-09-2024,Online,090d9655-db84-4660-b5d8-fb91ee6081ac
christopher guerra,Benue,Camera,48,86363.22,4145434.56,22-07-2024,Online,b6ca1127-e9f8-4970-8d98-f9e28d888beb
rhonda martin,Borno,Charger,6,150913.7,905482.2,22-07-2024,Wholesale,3979d5f5-6b5b-4975-a7dc-2bc0bd9c4693
jason rhodes,Imo,Camera,11,209508.79,2304596.69,25-10-2023,Online,ea75752d-6a8f-4acb-bf8e-2d0d52619dec
joann ferguson,Enugu,Tablet,48,281943.72,13533298.56,31-10-2024,Retail,d3748a11-4571-4959-91e7-44e4b864ca08
robert harrison,Niger,Others,48,54190.42,2601140.16,22-07-2024,Direct,1e910f36-5f70-4b25-9250-2e5913f06822
holly valentine,Benue,Laptop,48,275455.63,13221870.24,22-07-2024,Online,0d7bec04-e6e5-4b32-ac5f-12ef8085c147
Unknown Name,Kaduna,Phone,82,158687.85,13012403.7,22-07-2024,Retail,8409c5ea-cde9-48b3-b922-a7e42de982f8
diane reyes,Katsina,Tablet,48,157553.43,7562564.64,15-01-2024,Direct,66a302d6-f43e-4c48-8bc1-f9e5fb3df063
tracy montoya,Plateau,Keyboard,48,72670.17,3488168.16,19-08-2023,Online,ddb449dc-7710-4966-a082-7f7611a529b4
brenda wright,Borno,Phone,48,186124.36,8933969.28,22-07-2024,Online,4f89e3b2-d847-4c53-8605-e58a48454343
shelly spencer,Benue,Charger,62,76099.25,4718153.5,13-06-2025,Online,74ed5145-8d97-45c7-961d-5c8753c9fe59
ryan rosales,Imo,Headphones,48,106655.11,5119445.28,26-08-2024,Wholesale,4aa5f9d3-335f-4f59-9e71-7fca020a4497
phillip nelson,Lagos,Laptop,48,238583.43,11452004.64,22-07-2024,Wholesale,bd54da04-4dcd-4009-88d5-77179055a36f
brittany kim,Borno,Tablet,48,24166.26,1159980.48,17-11-2024,Wholesale,5e472e22-76c3-4642-be19-fc1d9f6a6a65
courtney hayes,Borno,Charger,8,287809.69,2302477.52,22-07-2024,Retail,ff6ef9ed-7e4c-429f-b8cb-ab4c97790e84
alexander brown,Enugu,Monitor,48,137969.82,6622551.36,20-08-2023,Direct,bb82b796-3207-443e-86a0-7656c5c9fb91
alfred galvan,Plateau,Camera,48,73340.76,3520356.48,27-05-2024,Retail,cbc4ec0e-c2ae-4674-8beb-4e78e68373a3
marie moody,Katsina,Headphones,78,209322.28,16327137.84,23-03-2024,Online,eeb19ad2-01a1-4b0f-a68b-84b63ec0a285
Unknown Name,Sokoto,Charger,48,90342.4,4336435.2,18-01-2025,Direct,8aa2b4c9-3ba5-4d76-861e-fb9568f82063
dustin gallegos,Ekiti,Tablet,48,248504.59,11928220.32,22-07-2024,Direct,b186a5a8-d6ee-426b-a2cd-159058af393c
brenda thornton,Ekiti,Headphones,48,24644.77,1182948.96,27-09-2023,Online,55c3b2db-f374-490d-8274-ce40e09016b6
aaron miller,Ekiti,Tablet,48,297506.57,14280315.36,21-12-2024,Direct,60538c1b-a845-40a1-8249-2e5e005fd0e6
ruben dunn,Enugu,Keyboard,48,195143.39,9366882.72,28-02-2025,Retail,4eb9047d-ba2a-43d9-bcf2-fc3bd95874c2
kelsey rodriguez,Bauchi,Tablet,48,9989.51,479496.48,25-10-2023,Direct,fbad793f-87a1-4c02-b487-9e411a9c672a
eric williams,Cross River,Charger,48,121880.85,5850280.8,15-07-2023,Wholesale,f610396b-7df5-4abf-ab79-0d013cf88d20
riley bryant,Kaduna,Laptop,48,158687.85,7617016.8,22-07-2024,Retail,247296a4-ff38-4918-b8f9-a45d0f554896
taylor carlson,Kano,Keyboard,58,113462.29,6580812.82,22-07-2024,Retail,0b3d0c36-17d0-4810-87a2-a10bb62edb49
jose allen,Borno,Laptop,19,143063.53,2718207.07,22-07-2024,Direct,d872f72e-e5b4-41ae-bb41-c943ebd8a3b1
jeffrey mendez,Bauchi,Headphones,48,191206.05,9177890.4,22-05-2024,Direct,e5449887-b36a-43ed-a9be-173a850ef0ad
william jones,Sokoto,Monitor,54,25264.49,1364282.46,22-07-2024,Retail,bf7655d7-f97c-4c3c-b55d-814b5f5ba255
Unknown Name,Kano,Charger,48,253676.27,12176460.96,25-05-2025,Online,8163b6ce-1877-4c06-94ad-625215bc2a3e
katie mcneil,Delta,Laptop,48,193649.72,9295186.56,23-05-2025,Online,64f434d6-d1e9-4691-a320-9116222df6a4
jeanette harrison,Borno,Monitor,41,99715.55,4088337.55,14-07-2024,Retail,0ff1c51f-915c-431b-9786-7b1213281726
veronica king,Delta,Phone,98,293210.1,7617016.8,15-07-2024,Online,21761930-f6d7-4248-a995-ecc36f5b09a6
richard cooper,Enugu,Tablet,48,158687.85,7617016.8,27-11-2024,Direct,d9d57b02-42d0-4d55-8aab-47b23c9d128a
lori ingram,Oyo,Laptop,48,292165.0,14023920.0,22-07-2024,Direct,64988bde-cd02-44db-ad11-15d750a46c85
evelyn williams,Lagos,Keyboard,48,268489.97,12887518.56,17-02-2025,Wholesale,53853918-bc40-45fa-94f7-6322b362c0d2
robin thompson,Abuja,Charger,3,275786.09,827358.27,19-02-2024,Direct,3bcdf203-459e-4674-b3e7-f042516c3b0a
julie dominguez,Delta,Tablet,48,69315.07,3327123.36,16-03-2024,Wholesale,22d839d3-33e4-4986-b18c-ccdc131eb723
robin brown,Cross River,Monitor,59,270431.25,15955443.75,17-02-2024,Retail,1be5a4c3-95af-4d0c-8528-5425c7a9f33c
judith carter,Katsina,Charger,48,207840.17,9976328.16,23-11-2024,Retail,7316ce64-2a14-4a96-9b0c-62eb27c8fc6c
curtis williams,Kano,Laptop,46,170251.85,7831585.1,25-08-2023,Wholesale,1ee89a4c-6811-44e2-9064-7c59774f6354
Unknown Name,Niger,Keyboard,48,277285.7,13309713.6,27-02-2025,Retail,c534ca08-f6f2-4d1c-9bb8-b9c8893259f3
dawn mullins,Plateau,Phone,48,158687.85,7617016.8,18-09-2023,Direct,769de1e3-4eed-4124-b3b0-d6763527a5c8
howard norman,Enugu,Charger,48,205486.41,9863347.68,28-11-2024,Direct,1725d2c7-1eb2-47b8-9a3c-45ca43d78f2b
evelyn martinez,Benue,Camera,69,84471.72,5828548.68,28-09-2024,Direct,4de1087b-afa1-4a55-8ebe-abaa28597b34
steve paul,Cross River,Laptop,48,163137.69,7830609.12,22-07-2024,Direct,9a72083c-b266-486c-b467-88bdd38e13e4
jasmine beltran,Benue,Keyboard,48,197603.72,9484978.56,29-08-2024,Wholesale,db4862c2-d5ff-4a1f-b70b-9a290a530df9
jonathan glass,Delta,Tablet,48,54216.67,2602400.16,22-07-2024,Online,b60e695c-1759-4a96-a5f8-8c7453ea4919
monica miller,Oyo,Monitor,48,255203.07,12249747.36,22-01-2025,Wholesale,657046ea-5b11-451f-b7e9-101d3f8b4433
samantha gardner,Lagos,Laptop,47,5189.6,243911.2,22-07-2024,Retail,4c80d33a-ad5b-43c8-8c88-0714837217e0
bobby guerrero,Rivers,Headphones,52,62543.86,3252280.72,22-07-2024,Direct,2c82989f-fd9c-4bb0-91f1-6485429a4a7c
lance simmons,Niger,Phone,48,43685.37,2096897.76,22-07-2024,Direct,dac726b6-6786-4fb3-b3bc-9a7107f4fee5
heather williams,Delta,Phone,48,158687.85,7617016.8,19-06-2025,Direct,8cd4b90a-bf82-41bc-8e52-fc4273c374a6
heather bolton,Kaduna,Tablet,48,246296.88,11822250.24,25-06-2025,Retail,1a16998c-7648-476e-983f-ea703ff6579e
william gould,Ekiti,Laptop,48,278698.04,13377505.92,30-05-2024,Wholesale,1f178f93-23c9-4a1e-8b37-1d97cdcc2d6a
mark cox,Abuja,Laptop,48,90133.43,4326404.64,26-05-2025,Online,c7ecfe71-d493-47fc-8fc9-8d2e030f9be9
meghan cisneros,Imo,Camera,48,169405.48,8131463.04,21-04-2025,Retail,32b8d8aa-2176-4dd7-b8e7-e019fb8986c8
lawrence harrington,Delta,Headphones,48,170225.43,8170820.64,24-11-2023,Direct,afb06406-5f4b-4a97-a68c-879bd2dc42c8
austin osborne,Rivers,Monitor,16,254908.01,4078528.16,22-07-2024,Direct,15839b99-a50a-43dc-b004-e897a15b2e18
james bradley,Ekiti,Keyboard,48,203271.97,9757054.56,24-06-2025,Online,eadc9960-4242-41e2-960b-e0f495132c22
meghan rush,Oyo,Charger,48,162398.45,7795125.6,22-07-2024,Retail,ff45f8a2-0594-424f-9332-5c31d010318a
phillip berry,Ekiti,Monitor,48,158687.85,7617016.8,20-04-2025,Direct,a55f65b7-e709-4ba6-b29f-c41710813d45
jennifer banks,Bauchi,Headphones,97,115461.94,11199808.18,14-05-2024,Direct,178be968-20f8-4ba2-8f2e-32967184b713
brian fitzgerald,Imo,Monitor,48,222053.68,10658576.64,14-03-2025,Online,cf133b65-d450-4fa2-98e7-0aebe7b33085
justin green,Katsina,Laptop,48,237254.18,11388200.64,29-07-2024,Direct,f1394e3c-0aee-4557-9f5d-f91254e07431
zachary mitchell,Sokoto,Keyboard,65,206948.51,13451653.15,22-07-2024,Online,ec93e596-2b01-4723-8cf6-97a57603c36c
Unknown Name,Ekiti,Monitor,6,23989.09,143934.54,22-07-2024,Wholesale,b9744cde-d259-4960-aee3-560792ea1324
jodi roach,Bauchi,Phone,48,104084.92,4996076.16,18-05-2025,Retail,61fa8e7a-078c-46ce-bf02-23bc651ea252
brandon fleming,Niger,Charger,48,29756.89,1428330.72,29-06-2025,Direct,5a9c0679-2c3d-47e2-ad39-da75aee70ab2
Unknown Name,Imo,Camera,48,70027.13,3361302.24,20-02-2024,Direct,46653497-2fe9-42aa-a886-a01136f7a26c
