,Unnamed: 0,Customer Name,State,Product,Units Sold,Unit Price,Total Sale,Sale Date,Sales Channel,Order ID
404,404,courtney rodriguez,Osun,Headphones,17,208840.07,3550281.19,2024-07-16,Direct,1edf3bfa-d12e-4eb5-97f4-79b5b212a6ee
405,405,holly farmer,Imo,Monitor,48,211278.69,10141377.12,2024-08-22,Retail,b1ac040d-6c1c-4405-9c3f-42e0fcf7b842
406,406,renee bruce,Niger,Headphones,48,119291.3,5725982.4,2024-04-28,,3a9c4308-1221-4ddf-ba4a-902f21d63b0f
407,407,sabrina austin,Katsina,Laptop,48,72179.62,3464621.76,2024-07-22,Wholesale,ce532ffd-bb13-4f02-96de-66c96210def6
408,408,allison hickman,Oyo,Keyboard,48,158687.85,7617016.8,2023-11-22,Direct,5e1885c3-5037-4d6b-9a6b-6a7d1a38aad6
409,409,debra white,Delta,Tablet,48,96823.7,4647537.6,2024-07-22,Direct,61fa01ba-231a-47c7-8c9b-ff5ce1887eaf
410,410,Unknown Name,Kaduna,Charger,48,85276.23,4093259.04,2025-06-18,Direct,dfdf0e05-c0ce-431b-9038-e153c601818b
411,411,ellen morgan,Kaduna,Monitor,48,140142.01,6726816.48,2024-08-28,Online,ad58db1b-fe31-437a-a43e-558c2215df00
412,412,sergio knight,Niger,Laptop,98,194792.04,19089619.92,2024-07-22,Online,9033da65-87cf-43fd-9183-6c4f249204c7
413,413,charles schultz,Lagos,Charger,74,92872.47,6872562.78,2024-07-22,Direct,2a038ad4-a667-4982-9c3d-e1b0022b6683
414,414,paul lewis,Kaduna,Monitor,48,108213.56,5194250.88,2024-07-22,,
415,415,glen wood,Sokoto,Charger,48,264902.18,12715304.64,2024-12-16,Wholesale,368acd40-b8f1-4e3c-99e7-703a70aa5b0d
416,416,paula bradley,Niger,Keyboard,48,140068.22,6723274.56,2024-07-22,Wholesale,eb7e2e64-26c0-447e-bf8e-8bfaa0c9da72
417,417,anthony moore,Delta,Phone,32,240943.58,7710194.56,2025-05-14,Direct,714011a1-afc2-4cfc-9db7-284b6965d1d1
418,418,megan nelson,Anambra,Laptop,48,158687.85,7617016.8,2025-01-20,Direct,e5871d89-1631-4fc6-b79d-58f9dc268108
419,419,karla ramos,Kaduna,Camera,48,216862.87,10409417.76,2024-12-20,Wholesale,1f873b46-c0a0-473a-a3d7-e6a119b814fc
420,420,paul wilson,Rivers,Tablet,48,228607.88,10973178.24,2024-11-21,,59fe3d53-624f-4a4b-bae1-e13796ee50e5
421,421,douglas gregory,Benue,Camera,72,96409.87,6941510.64,2025-03-26,Online,ca840003-5083-4fef-adec-6bbdf69777a1
422,422,andrew foster,Abuja,Laptop,48,61336.68,2944160.64,2024-12-30,Online,a505da9c-46e7-4a2c-bf6e-ed9d23cbe943
423,423,Unknown Name,Cross River,Monitor,48,94220.14,4522566.72,2024-07-22,Direct,99db1302-8dab-46d3-bf87-dfc2159152f2
424,424,aimee turner,Delta,Laptop,48,14191.78,681205.44,2024-10-26,Wholesale,48f091f0-9b8b-48ae-b89f-3a92999a1d86
425,425,chad scott,Enugu,Laptop,48,259293.41,12446083.68,2024-07-21,Online,06ddf6ca-b0c3-4a59-b0f7-ad22c76a8e0f
426,426,adam burgess,Ekiti,Keyboard,63,222505.09,14017820.67,2024-07-22,,e03635fc-a88d-4108-98d9-94b8d90f74e9
427,427,james padilla,Osun,Headphones,16,5357.86,85725.76,2024-01-18,Direct,9b5f8f39-848b-44f0-b498-17354d38e415
428,428,sandra drake,Borno,Tablet,48,158687.85,7617016.8,2024-07-22,Retail,
429,429,scott williams,Delta,Phone,48,166216.81,7978406.88,2024-09-16,Direct,6449cb6f-bf72-4e52-b04b-237082701238
430,430,thomas atkins,Delta,Phone,57,175417.55,9998800.35,2024-02-27,Retail,c8a738ab-0df8-4e12-a56b-61e04ba8a4ca
431,431,laura mckinney,Lagos,Charger,48,216143.58,10374891.84,2024-07-22,Direct,3d4574eb-f465-4a21-8b35-097ae5dd98f1
432,432,brian smith,Enugu,Phone,48,88910.09,4267684.32,2024-02-27,Wholesale,3db788a6-1cdc-44c2-a2c9-65b27eb0f62a
433,433,robert montgomery,Benue,Tablet,91,59259.44,5392609.04,2025-02-28,Wholesale,122dd7be-980b-481e-a359-5d1f7fe4a42e
434,434,tamara davis,Sokoto,Charger,48,69390.58,3330747.84,2024-02-20,Wholesale,0316d2d6-fa4a-48ef-a383-7348873dc8bd
435,435,dana chapman,Anambra,Charger,48,171151.96,8215294.08,2024-07-22,Wholesale,51045a16-ef15-4b72-9c70-ee97fca45567
436,436,Unknown Name,Kano,Monitor,48,74096.14,3556614.72,2023-12-18,,d6c6f45c-dc5e-4e78-a307-d4d121c9a15d
437,437,jennifer collins,Anambra,Headphones,48,165417.44,7940037.12,2024-12-28,,8bde005b-5d8b-4bd7-abbd-b66f91816091
438,438,gary jackson,Osun,Camera,82,158687.85,13012403.7,2024-07-22,Retail,78946a15-c342-41db-ac3a-acdcaed54a46
439,439,ashley hicks,Bauchi,Monitor,48,283067.63,13587246.24,2024-07-24,,12af97e4-c536-466e-bcc4-091bf45707c6
440,440,hannah luna,Benue,Headphones,29,101600.5,2946414.5,2024-03-13,Direct,0387f74d-1149-4096-965d-744f0445c1a8
441,441,robin young,Imo,Headphones,26,229126.51,5957289.26,2024-07-17,Wholesale,ec2e2815-0a32-47d2-b73a-edf8431e930f
442,442,craig morrison,Sokoto,Headphones,48,146842.02,7048416.96,2024-07-22,Online,
443,443,mary thompson,Lagos,Laptop,48,217205.6,10425868.8,2024-09-18,Online,65e1b0f5-ca0e-48c4-b2dc-b12b0f7ae302
444,444,kathleen webster,Rivers,Monitor,48,222008.43,10656404.64,2024-07-22,Online,b66edbf4-a0ea-4251-8957-43a281b13b80
445,445,joann glass,Anambra,Camera,48,138518.29,6648877.92,2024-07-22,Direct,6c6f6d2e-6a59-4043-8461-52348044beb2
446,446,madison weber,Kaduna,Keyboard,71,219965.28,15617534.88,2025-03-19,Online,a3fa4069-1519-4d38-a6fb-a71db3a9dcaa
447,447,lori hernandez,Plateau,Headphones,79,105976.76,8372164.04,2025-01-21,Online,271610c1-9db5-4283-89a3-c811895c4fde
448,448,jeremy turner,Anambra,Camera,48,158687.85,7617016.8,2024-07-22,Retail,143ac1c5-4f56-4ed5-9566-9e364708203b
449,449,Unknown Name,Abuja,Keyboard,48,42417.58,2036043.84,2024-02-19,Direct,f96c9a0a-3404-402a-abc1-bb5282e4dd4a
450,450,anthony romero,Rivers,Tablet,48,164190.63,7881150.24,2023-10-13,Direct,53a5e850-8950-4dd6-a7c6-cbb1cedd069d
451,451,jesse brown,Katsina,Keyboard,48,55622.31,2669870.88,2024-09-28,Online,c362a810-a261-4b8d-9620-bee66406face
452,452,angela lin,Niger,Tablet,48,266864.68,12809504.64,2024-12-17,Direct,a4a5c736-ae59-4a52-a65b-e22bd5a386d9
453,453,lisa hunter,Osun,Phone,74,297101.9,7617016.8,2024-07-22,Retail,6fff15cc-b2dc-4c34-8f67-448e10eceb1f
454,454,julian conner,Sokoto,Keyboard,48,287192.45,13785237.6,2024-04-30,Retail,3d175712-d8b2-4277-b413-db19bade8d5d
455,455,joanna pacheco,Niger,Tablet,83,157421.35,13065972.05,2024-07-22,Wholesale,ecb4678c-1612-4aa6-be96-39ba0ed2ec9d
456,456,erica alvarez,Katsina,Headphones,48,251801.01,12086448.48,2024-07-22,Retail,
457,457,antonio garcia,Bauchi,Laptop,48,22761.96,1092574.08,2024-07-22,Wholesale,9cbf7b8c-7410-4d5d-9db1-4bfc6f3a5115
458,458,gwendolyn klein,Rivers,Keyboard,45,158687.85,7140953.25,2024-07-22,Online,aa8430f8-4f2d-4233-8e16-5b129bdc70d1
459,459,carrie wright,Benue,Charger,48,245489.78,11783509.44,2024-07-22,Wholesale,2cf72140-bd9b-4648-a876-1e85bddfa03a
460,460,jeffrey mills,Plateau,Tablet,48,15030.06,721442.88,2025-03-26,Wholesale,23204ff5-b538-496c-833e-02f71e93d127
461,461,jake campbell,Enugu,Monitor,24,2411.96,57887.04,2024-07-22,Online,7f14eafa-29f0-4f7c-82e7-df89b3957a98
462,462,Unknown Name,Anambra,Tablet,48,41678.71,2000578.08,2024-02-21,Wholesale,8468b74d-85e3-4de5-98c1-aad6f3f8dea4
463,463,george harper,Abuja,Keyboard,8,189395.14,1515161.12,2024-07-22,Retail,425e0259-b884-46d2-928f-cf68c871d7b3
464,464,maria jones,Niger,Tablet,67,20856.4,1397378.8,2024-02-19,Online,bff15840-207e-463f-9f32-d5d82abe1585
465,465,michael mitchell,Lagos,Camera,39,45733.38,1783601.82,2025-01-15,Direct,bba1aed9-44cd-4fdd-9f9b-141ec7f7bda1
466,466,mary escobar,Bauchi,Monitor,48,66006.54,3168313.92,2024-07-22,Wholesale,e65fad87-c57c-4498-9e38-f711e2ec13f4
467,467,felicia aguilar,Imo,Keyboard,91,137074.89,12473814.99,2024-07-22,Retail,6de8370a-ce9e-4ebd-95c3-48530783e43c
468,468,gregory ponce,Enugu,Laptop,48,158687.85,7617016.8,2025-06-27,Direct,4350ab06-1059-4a28-861b-4f5b45a08539
469,469,jenna larson,Osun,Camera,37,18604.81,688377.97,2024-06-18,Online,a0a5fde6-939f-41a2-b99c-ea5cb65ad0f1
470,470,emily bennett,Niger,Monitor,33,191499.71,6319490.43,2024-07-22,Online,
471,471,robin santiago,Kano,Charger,48,280204.16,13449799.68,2024-01-26,Online,82c299f0-7487-4772-bf03-86fa13badc91
472,472,nancy jennings,Sokoto,Tablet,36,273869.06,9859286.16,2024-07-22,Retail,dbff00b0-7fe6-40f3-8e31-41ec5c311464
473,473,maria henderson,Katsina,Tablet,48,197955.66,9501871.68,2024-07-17,Direct,28457780-5e20-4957-aab8-bd33911f730b
474,474,jack white,Sokoto,Phone,48,5211.66,250159.68,2023-12-24,Online,e4eec67c-1a57-49e4-85f8-e2f8414f4994
475,475,Unknown Name,Rivers,Monitor,48,159897.64,7675086.72,2023-12-14,Retail,1d8680cb-b908-40f3-ac93-281a92ebeab0
476,476,travis tucker,Borno,Tablet,83,123695.88,10266758.04,2025-04-14,,00a85473-8242-4912-bda3-c1623a78b64a
477,477,chad jones,Bauchi,Phone,48,5509.48,264455.04,2024-07-22,Retail,03254fbd-dce8-41c5-9bd3-0aec0b461173
478,478,ashley wise,Borno,Phone,20,158687.85,3173757.0,2024-07-22,,5d2d904f-78c5-4073-8bc5-72073e9aec86
479,479,sophia johnson,Niger,Keyboard,48,216796.72,10406242.56,2024-07-22,Direct,2dd0622e-266b-42ea-ab93-f78c620af158
480,480,ralph anderson,Sokoto,Tablet,48,160953.56,7725770.88,2024-09-19,Online,090d9655-db84-4660-b5d8-fb91ee6081ac
481,481,christopher guerra,Benue,Camera,48,86363.22,4145434.56,2024-07-22,Online,b6ca1127-e9f8-4970-8d98-f9e28d888beb
482,482,rhonda martin,Borno,Charger,6,150913.7,905482.2,2024-07-22,Wholesale,3979d5f5-6b5b-4975-a7dc-2bc0bd9c4693
483,483,jason rhodes,Imo,Camera,11,209508.79,2304596.69,2023-10-25,Online,ea75752d-6a8f-4acb-bf8e-2d0d52619dec
484,484,jeremy mitchell,Oyo,Camera,48,129456.68,6213920.64,2024-07-22,Direct,
485,485,joann ferguson,Enugu,Tablet,48,281943.72,13533298.56,2024-10-31,Retail,d3748a11-4571-4959-91e7-44e4b864ca08
486,486,robert harrison,Niger,Others,48,54190.42,2601140.16,2024-07-22,Direct,1e910f36-5f70-4b25-9250-2e5913f06822
487,487,holly valentine,Benue,Laptop,48,275455.63,13221870.24,2024-07-22,Online,0d7bec04-e6e5-4b32-ac5f-12ef8085c147
488,488,Unknown Name,Kaduna,Phone,82,158687.85,13012403.7,2024-07-22,Retail,8409c5ea-cde9-48b3-b922-a7e42de982f8
489,489,diane reyes,Katsina,Tablet,48,157553.43,7562564.64,2024-01-15,Direct,66a302d6-f43e-4c48-8bc1-f9e5fb3df063
490,490,tracy montoya,Plateau,Keyboard,48,72670.17,3488168.16,2023-08-19,Online,ddb449dc-7710-4966-a082-7f7611a529b4
491,491,brenda wright,Borno,Phone,48,186124.36,8933969.28,2024-07-22,Online,4f89e3b2-d847-4c53-8605-e58a48454343
492,492,shelly spencer,Benue,Charger,62,76099.25,4718153.5,2025-06-13,Online,74ed5145-8d97-45c7-961d-5c8753c9fe59
493,493,ryan rosales,Imo,Headphones,48,106655.11,5119445.28,2024-08-26,Wholesale,4aa5f9d3-335f-4f59-9e71-7fca020a4497
494,494,phillip nelson,Lagos,Laptop,48,238583.43,11452004.64,2024-07-22,Wholesale,bd54da04-4dcd-4009-88d5-77179055a36f
495,495,brittany kim,Borno,Tablet,48,24166.26,1159980.48,2024-11-17,Wholesale,5e472e22-76c3-4642-be19-fc1d9f6a6a65
496,496,courtney hayes,Borno,Charger,8,287809.69,2302477.52,2024-07-22,Retail,ff6ef9ed-7e4c-429f-b8cb-ab4c97790e84
497,497,alexander brown,Enugu,Monitor,48,137969.82,6622551.36,2023-08-20,Direct,bb82b796-3207-443e-86a0-7656c5c9fb91
498,498,cynthia vang,Niger,Headphones,48,158687.85,7617016.8,2023-09-26,Retail,
499,499,alfred galvan,Plateau,Camera,48,73340.76,3520356.48,2024-05-27,Retail,cbc4ec0e-c2ae-4674-8beb-4e78e68373a3
500,500,marie moody,Katsina,Headphones,78,209322.28,16327137.84,2024-03-23,Online,eeb19ad2-01a1-4b0f-a68b-84b63ec0a285
501,501,Unknown Name,Sokoto,Charger,48,90342.4,4336435.2,2025-01-18,,8aa2b4c9-3ba5-4d76-861e-fb9568f82063
502,502,dustin gallegos,Ekiti,Tablet,48,248504.59,11928220.32,2024-07-22,,b186a5a8-d6ee-426b-a2cd-159058af393c
503,503,brenda thornton,Ekiti,Headphones,48,24644.77,1182948.96,2023-09-27,Online,55c3b2db-f374-490d-8274-ce40e09016b6
504,504,aaron miller,Ekiti,Tablet,48,297506.57,14280315.36,2024-12-21,,60538c1b-a845-40a1-8249-2e5e005fd0e6
505,505,ruben dunn,Enugu,Keyboard,48,195143.39,9366882.72,2025-02-28,Retail,4eb9047d-ba2a-43d9-bcf2-fc3bd95874c2
506,506,kelsey rodriguez,Bauchi,Tablet,48,9989.51,479496.48,2023-10-25,Direct,fbad793f-87a1-4c02-b487-9e411a9c672a
507,507,eric williams,Cross River,Charger,48,121880.85,5850280.8,2023-07-15,Wholesale,f610396b-7df5-4abf-ab79-0d013cf88d20
508,508,riley bryant,Kaduna,Laptop,48,158687.85,7617016.8,2024-07-22,Retail,247296a4-ff38-4918-b8f9-a45d0f554896
509,509,taylor carlson,Kano,Keyboard,58,113462.29,6580812.82,2024-07-22,Retail,0b3d0c36-17d0-4810-87a2-a10bb62edb49
510,510,jose allen,Borno,Laptop,19,143063.53,2718207.07,2024-07-22,Direct,d872f72e-e5b4-41ae-bb41-c943ebd8a3b1
511,511,jeffrey mendez,Bauchi,Headphones,48,191206.05,9177890.4,2024-05-22,,e5449887-b36a-43ed-a9be-173a850ef0ad
512,512,jason beck,Katsina,Camera,48,211002.12,10128101.76,2024-11-29,Direct,
513,513,william jones,Sokoto,Monitor,54,25264.49,1364282.46,2024-07-22,Retail,bf7655d7-f97c-4c3c-b55d-814b5f5ba255
514,514,Unknown Name,Kano,Charger,48,253676.27,12176460.96,2025-05-25,Online,8163b6ce-1877-4c06-94ad-625215bc2a3e
515,515,katie mcneil,Delta,Laptop,48,193649.72,9295186.56,2025-05-23,Online,64f434d6-d1e9-4691-a320-9116222df6a4
516,516,jeanette harrison,Borno,Monitor,41,99715.55,4088337.55,2024-07-14,Retail,0ff1c51f-915c-431b-9786-7b1213281726
517,517,veronica king,Delta,Phone,98,293210.1,7617016.8,2024-07-15,Online,21761930-f6d7-4248-a995-ecc36f5b09a6
518,518,richard cooper,Enugu,Tablet,48,158687.85,7617016.8,2024-11-27,,d9d57b02-42d0-4d55-8aab-47b23c9d128a
519,519,lori ingram,Oyo,Laptop,48,292165.0,14023920.0,2024-07-22,Direct,64988bde-cd02-44db-ad11-15d750a46c85
520,520,evelyn williams,Lagos,Keyboard,48,268489.97,12887518.56,2025-02-17,Wholesale,53853918-bc40-45fa-94f7-6322b362c0d2
521,521,robin thompson,Abuja,Charger,3,275786.09,827358.27,2024-02-19,Direct,3bcdf203-459e-4674-b3e7-f042516c3b0a
522,522,julie dominguez,Delta,Tablet,48,69315.07,3327123.36,2024-03-16,Wholesale,22d839d3-33e4-4986-b18c-ccdc131eb723
523,523,robin brown,Cross River,Monitor,59,270431.25,15955443.75,2024-02-17,Retail,1be5a4c3-95af-4d0c-8528-5425c7a9f33c
524,524,judith carter,Katsina,Charger,48,207840.17,9976328.16,2024-11-23,Retail,7316ce64-2a14-4a96-9b0c-62eb27c8fc6c
525,525,curtis williams,Kano,Laptop,46,170251.85,7831585.1,2023-08-25,Wholesale,1ee89a4c-6811-44e2-9064-7c59774f6354
526,526,kaylee hays,Ekiti,Camera,48,81692.97,3921262.56,2025-06-15,Online,
527,527,Unknown Name,Niger,Keyboard,48,277285.7,13309713.6,2025-02-27,Retail,c534ca08-f6f2-4d1c-9bb8-b9c8893259f3
528,528,dawn mullins,Plateau,Phone,48,158687.85,7617016.8,2023-09-18,,769de1e3-4eed-4124-b3b0-d6763527a5c8
529,529,howard norman,Enugu,Charger,48,205486.41,9863347.68,2024-11-28,,1725d2c7-1eb2-47b8-9a3c-45ca43d78f2b
530,530,evelyn martinez,Benue,Camera,69,84471.72,5828548.68,2024-09-28,,4de1087b-afa1-4a55-8ebe-abaa28597b34
531,531,steve paul,Cross River,Laptop,48,163137.69,7830609.12,2024-07-22,,9a72083c-b266-486c-b467-88bdd38e13e4
532,532,jasmine beltran,Benue,Keyboard,48,197603.72,9484978.56,2024-08-29,Wholesale,db4862c2-d5ff-4a1f-b70b-9a290a530df9
533,533,jonathan glass,Delta,Tablet,48,54216.67,2602400.16,2024-07-22,Online,b60e695c-1759-4a96-a5f8-8c7453ea4919
534,534,monica miller,Oyo,Monitor,48,255203.07,12249747.36,2025-01-22,Wholesale,657046ea-5b11-451f-b7e9-101d3f8b4433
535,535,samantha gardner,Lagos,Laptop,47,5189.6,243911.2,2024-07-22,Retail,4c80d33a-ad5b-43c8-8c88-0714837217e0
536,536,bobby guerrero,Rivers,Headphones,52,62543.86,3252280.72,2024-07-22,,2c82989f-fd9c-4bb0-91f1-6485429a4a7c
537,537,lance simmons,Niger,Phone,48,43685.37,2096897.76,2024-07-22,,dac726b6-6786-4fb3-b3bc-9a7107f4fee5
538,538,heather williams,Delta,Phone,48,158687.85,7617016.8,2025-06-19,,8cd4b90a-bf82-41bc-8e52-fc4273c374a6
539,539,heather bolton,Kaduna,Tablet,48,246296.88,11822250.24,2025-06-25,Retail,1a16998c-7648-476e-983f-ea703ff6579e
540,540,Unknown Name,Bauchi,Keyboard,48,246360.27,11825292.96,2023-11-23,Direct,
541,541,william gould,Ekiti,Laptop,48,278698.04,13377505.92,2024-05-30,Wholesale,1f178f93-23c9-4a1e-8b37-1d97cdcc2d6a
542,542,mark cox,Abuja,Laptop,48,90133.43,4326404.64,2025-05-26,Online,c7ecfe71-d493-47fc-8fc9-8d2e030f9be9
543,543,meghan cisneros,Imo,Camera,48,169405.48,8131463.04,2025-04-21,Retail,32b8d8aa-2176-4dd7-b8e7-e019fb8986c8
544,544,lawrence harrington,Delta,Headphones,48,170225.43,8170820.64,2023-11-24,Direct,afb06406-5f4b-4a97-a68c-879bd2dc42c8
545,545,austin osborne,Rivers,Monitor,16,254908.01,4078528.16,2024-07-22,Direct,15839b99-a50a-43dc-b004-e897a15b2e18
546,546,james bradley,Ekiti,Keyboard,48,203271.97,9757054.56,2025-06-24,Online,eadc9960-4242-41e2-960b-e0f495132c22
547,547,meghan rush,Oyo,Charger,48,162398.45,7795125.6,2024-07-22,Retail,ff45f8a2-0594-424f-9332-5c31d010318a
548,548,phillip berry,Ekiti,Monitor,48,158687.85,7617016.8,2025-04-20,Direct,a55f65b7-e709-4ba6-b29f-c41710813d45
549,549,jennifer banks,Bauchi,Headphones,97,115461.94,11199808.18,2024-05-14,,178be968-20f8-4ba2-8f2e-32967184b713
550,550,brian fitzgerald,Imo,Monitor,48,222053.68,10658576.64,2025-03-14,Online,cf133b65-d450-4fa2-98e7-0aebe7b33085
551,551,justin green,Katsina,Laptop,48,237254.18,11388200.64,2024-07-29,,f1394e3c-0aee-4557-9f5d-f91254e07431
552,552,zachary mitchell,Sokoto,Keyboard,65,206948.51,13451653.15,2024-07-22,Online,ec93e596-2b01-4723-8cf6-97a57603c36c
553,553,Unknown Name,Ekiti,Monitor,6,23989.09,143934.54,2024-07-22,Wholesale,b9744cde-d259-4960-aee3-560792ea1324
554,554,katherine martinez,Katsina,Others,48,223764.24,10740683.52,2024-07-22,Wholesale,
555,555,jodi roach,Bauchi,Phone,48,104084.92,4996076.16,2025-05-18,Retail,61fa8e7a-078c-46ce-bf02-23bc651ea252
556,556,brandon fleming,Niger,Charger,48,29756.89,1428330.72,2025-06-29,Direct,5a9c0679-2c3d-47e2-ad39-da75aee70ab2
557,557,Unknown Name,Imo,Camera,48,70027.13,3361302.24,2024-02-20,,46653497-2fe9-42aa-a886-a01136f7a26c
